id,tweetid,guid,link,author,title,description,pubdate,source,favorite_count,retweet_count,lang,quoted_text,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_bio,user_location,user_verified
11,1.58452E+18,https://twitter.com/ridwankamil/statuses/1584518006180544514,https://twitter.com/ridwankamil/statuses/1584518006180544514,ridwankamil,Ada 2 tipe Suku Baduy  1. Baduy Luar: Pangsi warna hitam/ teknologi boleh masuk walau terbatas. 2. Baduy Dalam: Pangsi warna putih/ teknologi tidak boleh masuk sama sekali.,Ada 2 tipe Suku Baduy  1. Baduy Luar: Pangsi warna hitam/ teknologi boleh masuk walau terbatas. 2. Baduy Dalam: Pangsi warna putih/ teknologi tidak boleh masuk sama sekali.,10/24/2022 8:11,Twitter for iPhone,59,2,in,,reply,ridwankamil,80323736,1.58452E+18,,0,0,80323736,https://pbs.twimg.com/profile_images/1536523752447840256/ePU5yzwy_normal.jpg,44225,2839,5348837,10/6/2009 11:07,Governor of West Java. Broadcaster of Daily Happiness,Jabar Juara Indonesia,1
12,1.58452E+18,https://twitter.com/ridwankamil/statuses/1584518002581843968,https://twitter.com/ridwankamil/statuses/1584518002581843968,ridwankamil,Memenuhi permohonan Suku Baduy yang meminta donasi mobil ambulance untuk emergency kesehatan para warga Baduy. Minggu lalu kami serahkan di Kab Lebak kepada para Jaro (Kepala Desa): Jaro Saidja dan Jaro Saidi.  #JabarJuara #IndonesiaJuara https://t.co/HHS9UuEInY,Memenuhi permohonan Suku Baduy yang meminta donasi mobil ambulance untuk emergency kesehatan para warga Baduy. Minggu lalu kami serahkan di Kab Lebak kepada para Jaro (Kepala Desa): Jaro Saidja dan Jaro Saidi.  #JabarJuara #IndonesiaJuara https://t.co/HHS9UuEInY,10/24/2022 8:11,Twitter for iPhone,568,82,in,,original,,0,0,,0,0,80323736,https://pbs.twimg.com/profile_images/1536523752447840256/ePU5yzwy_normal.jpg,44225,2839,5348837,10/6/2009 11:07,Governor of West Java. Broadcaster of Daily Happiness,Jabar Juara Indonesia,1
13,1.58444E+18,https://twitter.com/ridwankamil/statuses/1584443599206641664,https://twitter.com/ridwankamil/statuses/1584443599206641664,ridwankamil,“Indahnya kembang di motif baju. Menjual gaun ke pulau Sumatera” Kota Palembang memang maju. Warganya pun bahagia sejahtera.  Sekali lagi hapunten dan hatur nuhun.,“Indahnya kembang di motif baju. Menjual gaun ke pulau Sumatera” Kota Palembang memang maju. Warganya pun bahagia sejahtera.  Sekali lagi hapunten dan hatur nuhun.,10/24/2022 3:16,Twitter for iPhone,726,47,in,,reply,ridwankamil,80323736,1.58444E+18,,0,0,80323736,https://pbs.twimg.com/profile_images/1536523752447840256/ePU5yzwy_normal.jpg,44225,2839,5348837,10/6/2009 11:07,Governor of West Java. Broadcaster of Daily Happiness,Jabar Juara Indonesia,1
14,1.58444E+18,https://twitter.com/ridwankamil/statuses/1584443583243116545,https://twitter.com/ridwankamil/statuses/1584443583243116545,ridwankamil,"Namun jika itu kurang berkenan dan keliru, sekali lagi saya haturkan permohonan maaf. Mungkin saya harus update dan jalan-jalan lagi ke Kota Palembang yang pembangunannya memang keren, pesat dan luar biasa.","Namun jika itu kurang berkenan dan keliru, sekali lagi saya haturkan permohonan maaf. Mungkin saya harus update dan jalan-jalan lagi ke Kota Palembang yang pembangunannya memang keren, pesat dan luar biasa.",10/24/2022 3:16,Twitter for iPhone,432,38,in,,reply,ridwankamil,80323736,1.58444E+18,,0,0,80323736,https://pbs.twimg.com/profile_images/1536523752447840256/ePU5yzwy_normal.jpg,44225,2839,5348837,10/6/2009 11:07,Governor of West Java. Broadcaster of Daily Happiness,Jabar Juara Indonesia,1
15,1.58444E+18,https://twitter.com/ridwankamil/statuses/1584443576397987841,https://twitter.com/ridwankamil/statuses/1584443576397987841,ridwankamil,"Suka lupa bahwa dalam berstatemen akademik, melekat jabatan saya sbg pemimpin daerah, sehingga ada kritikan “urus aja atuh Jabar, jangan sok komen pembangunan daerah lain”. Kritikan itu saya terima dengan lapang dada.","Suka lupa bahwa dalam berstatemen akademik, melekat jabatan saya sbg pemimpin daerah, sehingga ada kritikan “urus aja atuh Jabar, jangan sok komen pembangunan daerah lain”. Kritikan itu saya terima dengan lapang dada.",10/24/2022 3:16,Twitter for iPhone,533,48,in,,reply,ridwankamil,80323736,1.58444E+18,,0,0,80323736,https://pbs.twimg.com/profile_images/1536523752447840256/ePU5yzwy_normal.jpg,44225,2839,5348837,10/6/2009 11:07,Governor of West Java. Broadcaster of Daily Happiness,Jabar Juara Indonesia,1
16,1.58444E+18,https://twitter.com/ridwankamil/statuses/1584443573340340225,https://twitter.com/ridwankamil/statuses/1584443573340340225,ridwankamil,6. Mungkin kebiasaan saya sebagai mantan dosen yg selalu berargumen dengan memberi contoh studi kasus.,6. Mungkin kebiasaan saya sebagai mantan dosen yg selalu berargumen dengan memberi contoh studi kasus.,10/24/2022 3:16,Twitter for iPhone,325,27,in,,reply,ridwankamil,80323736,1.58444E+18,,0,0,80323736,https://pbs.twimg.com/profile_images/1536523752447840256/ePU5yzwy_normal.jpg,44225,2839,5348837,10/6/2009 11:07,Governor of West Java. Broadcaster of Daily Happiness,Jabar Juara Indonesia,1
17,1.58444E+18,https://twitter.com/ridwankamil/statuses/1584443569754210305,https://twitter.com/ridwankamil/statuses/1584443569754210305,ridwankamil,5. Diskusi di Jababeka itu sifatnya akademis membahas plus minus pembangunan indonesia dari zaman dulu sd sekarang. Bukan format tanya jawab dengan media.,5. Diskusi di Jababeka itu sifatnya akademis membahas plus minus pembangunan indonesia dari zaman dulu sd sekarang. Bukan format tanya jawab dengan media.,10/24/2022 3:15,Twitter for iPhone,295,24,in,,reply,ridwankamil,80323736,1.58444E+18,,0,0,80323736,https://pbs.twimg.com/profile_images/1536523752447840256/ePU5yzwy_normal.jpg,44225,2839,5348837,10/6/2009 11:07,Governor of West Java. Broadcaster of Daily Happiness,Jabar Juara Indonesia,1
18,1.58444E+18,https://twitter.com/ridwankamil/statuses/1584443564263903233,https://twitter.com/ridwankamil/statuses/1584443564263903233,ridwankamil,4. Jika populasi sedikit nanti ada tantangan seperti LRT Palembang yang kondisi ridershipnya penumpang hariannya belum maksimal (berdasarkan penglihatan saya saat kunjungan terakhir).,4. Jika populasi sedikit nanti ada tantangan seperti LRT Palembang yang kondisi ridershipnya penumpang hariannya belum maksimal (berdasarkan penglihatan saya saat kunjungan terakhir).,10/24/2022 3:15,Twitter for iPhone,405,36,in,,reply,ridwankamil,80323736,1.58444E+18,,0,0,80323736,https://pbs.twimg.com/profile_images/1536523752447840256/ePU5yzwy_normal.jpg,44225,2839,5348837,10/6/2009 11:07,Governor of West Java. Broadcaster of Daily Happiness,Jabar Juara Indonesia,1
19,1.58444E+18,https://twitter.com/ridwankamil/statuses/1584443559314599936,https://twitter.com/ridwankamil/statuses/1584443559314599936,ridwankamil,2. Kedua populasi harus besar supaya penuh dan balik modal cepat.  3. Harus terkoneksi dengan feeder dan jaringannya harus luas.,2. Kedua populasi harus besar supaya penuh dan balik modal cepat.  3. Harus terkoneksi dengan feeder dan jaringannya harus luas.,10/24/2022 3:15,Twitter for iPhone,330,27,in,,reply,ridwankamil,80323736,1.58444E+18,,0,0,80323736,https://pbs.twimg.com/profile_images/1536523752447840256/ePU5yzwy_normal.jpg,44225,2839,5348837,10/6/2009 11:07,Governor of West Java. Broadcaster of Daily Happiness,Jabar Juara Indonesia,1
20,1.58444E+18,https://twitter.com/ridwankamil/statuses/1584443553425805312,https://twitter.com/ridwankamil/statuses/1584443553425805312,ridwankamil,"Konteksnya begini:   Dalam diskusi, ada developer di bekasi-karawang tiba-tiba meminta dibangunkan MRT. Saya menjawab dgn berargumentasi:  1. MRT itu mahal sekali, 1 Trilyun per KM. Tidak ada anggaran pemerintah daerah yang sanggup kecuali DKI mungkin.","Konteksnya begini:   Dalam diskusi, ada developer di bekasi-karawang tiba-tiba meminta dibangunkan MRT. Saya menjawab dgn berargumentasi:  1. MRT itu mahal sekali, 1 Trilyun per KM. Tidak ada anggaran pemerintah daerah yang sanggup kecuali DKI mungkin.",10/24/2022 3:15,Twitter for iPhone,454,34,in,,reply,ridwankamil,80323736,1.58444E+18,,0,0,80323736,https://pbs.twimg.com/profile_images/1536523752447840256/ePU5yzwy_normal.jpg,44225,2839,5348837,10/6/2009 11:07,Governor of West Java. Broadcaster of Daily Happiness,Jabar Juara Indonesia,1
